"temperatur_thermolelemente-rfile"
"Time Step" "temperatur_thermolelemente etc.."
("Time Step" "temperatur_thermolelemente(thermoelement.1)" "temperatur_thermolelemente(thermoelement.2)" "flow-time")
66 633.2376823668964 633.2373071686737 0.66
67 633.2623230565669 633.2619222466352 0.6699999999999999
68 633.2884707383222 633.28804357953 0.6799999999999999
69 633.316139115403 633.3156848910637 0.6899999999999999
70 633.3453386714319 633.344856686351 0.7
71 633.3760768078381 633.3755663893229 0.71
72 633.4083579885673 633.4078184873663 0.72
73 633.4421838898228 633.4416146809833 0.73
74 633.4775535528644 633.4769540365311 0.74
75 633.5144635382552 633.5138331403739 0.75
76 633.5529080800583 633.5522462529818 0.76
77 633.5928792387352 633.5921854617707 0.77
78 633.6343670518168 633.6336408316299 0.78
79 633.6773596813103 633.6766005522874 0.79
80 633.7218435573268 633.7210510818152 0.8
81 633.7678035172113 633.7669772856933 0.8100000000000001
82 633.8152229398443 633.8143625710156 0.8200000000000001
83 633.8640838747003 633.8631890154857 0.83
84 633.9143671586405 633.9134374690143 0.84
85 633.9660525687204 633.9650877626502 0.85
86 634.0191188694013 634.0181186788858 0.86
87 634.0735439732157 634.0725081575322 0.87
88 634.129305024275 634.1282333697571 0.88
89 634.1863784426057 634.1852707530145 0.89
90 634.2447402347382 634.2435963514788 0.9
91 634.3043657194113 634.3031855100481 0.91
92 634.3652298673707 634.3640132245714 0.92
93 634.4273073028303 634.4260541439173 0.93
94 634.4905723726002 634.4892826393058 0.9400000000000001
95 634.5549992105455 634.5536728685973 0.9500000000000001
96 634.6205618002879 634.6191987488633 0.96
97 634.6872340663953 634.6858343787599 0.97
98 634.7549897869559 634.7535535079135 0.98
99 634.8238028046078 634.8223299968004 0.99
100 634.893647002284 634.8921377474516 1
101 634.9644963451667 634.9629507445338 1.01
102 635.0363249181842 635.0347430924077 1.02
103 635.1091069596775 635.1074890486182 1.03
104 635.1828168919916 635.1811630542995 1.04
105 635.2574290473884 635.2557394973174 1.05
106 635.33291899734 635.3311938453696 1.06
107 635.4092614559206 635.4075009303006 1.07
108 635.4864318380161 635.484636177427 1.08
109 635.5644058540279 635.5625753085677 1.09
110 635.6431595255606 635.6412943583864 1.1
111 635.7226692009514 635.7207696887865 1.11
112 635.8029115679481 635.8009780012129 1.12
113 635.8838636646532 635.881896347298 1.13
114 635.9655028889014 635.9635021380255 1.14
115 636.0478070061318 636.045773151511 1.15
116 636.1307541559414 636.1286875395022 1.16
117 636.2143228574466 636.2122238326918 1.17
118 636.2984925099181 636.2963606081752 1.18
119 636.383241708395 636.3810778422228 1.19
120 636.4685502438355 636.4663549206804 1.2
121 636.5543982263689 636.5521719054473 1.21
122 636.6407661344534 636.6385092563946 1.22
123 636.7276348277077 636.7253478264824 1.23
124 636.8149855514202 636.8126688607247 1.24
125 636.9027999378778 636.9004539941354 1.25
126 636.9910600051672 636.9886852491537 1.26
127 637.0797481552453 637.0773450327434 1.27
128 637.1688471711637 637.166416133215 1.28
129 637.2583402138829 637.2558817167441 1.29
130 637.3482108187665 637.345725323604 1.3
131 637.4384428914036 637.435930864112 1.31
132 637.5290207033972 637.5264826143124 1.32
133 637.6199288880985 637.6173652114205 1.33
134 637.7111524353174 637.7085636490507 1.34
135 637.8026766869705 637.8000632722494 1.35
136 637.8944873313793 637.891849772367 1.36
137 637.9865703984323 637.9839091817813 1.37
138 638.0789122538955 638.0762278685016 1.38
139 638.1714995939833 638.168792530671 1.39
140 638.2643194399257 638.2615901909821 1.4
141 638.3573591320747 638.3546081910338 1.41
142 638.4506063243646 638.4478341856291 1.42
143 638.5440475619798 638.541254925339 1.43
144 638.6376742977226 638.6348609029172 1.44
145 638.73147327662 638.7286398448811 1.45
146 638.8254333364026 638.8225804930063 1.46
147 638.9195436270676 638.9166719390018 1.47
148 639.0137935715513 639.0109035729283 1.48
149 639.1081728616325 639.105265068293 1.49
150 639.2026714547115 639.199746371867 1.5
151 639.2972795698691 639.2943376955282 1.51
152 639.3919876818695 639.3890295092485 1.52
153 639.4867865160891 639.4838125347552 1.53
154 639.5816670433743 639.5786777396013 1.54
155 639.6766204736504 639.6736163315003 1.55
156 639.7716382526612 639.7686197528449 1.56
157 639.8667120546875 639.8636796753696 1.57
158 639.9618337785834 639.9587879949215 1.58
159 640.056995541614 640.0539368263373 1.59
160 640.1521896764436 640.1491184984093 1.6
161 640.2474087235296 640.2443255489434 1.61
162 640.3426454286172 640.3395507199078 1.62
163 640.4378927356934 640.4347869526591 1.63
164 640.5331437856726 640.5300273832672 1.64
165 640.6283919073455 640.6252653379148 1.65
166 640.7236306164639 640.7204943283925 1.66
167 640.8188536106534 640.8157080476749 1.67
168 640.9140547633558 640.9109003655826 1.68
169 641.0092281210907 641.006065324534 1.69
170 641.1043678991489 641.1011971353804 1.7
171 641.1994684767425 641.1962901733259 1.71
172 641.2945243939083 641.2913389739293 1.72
173 641.3895303468636 641.3863382291986 1.73
174 641.4844811848927 641.481282783758 1.74
175 641.579371906416 641.5761676311006 1.75
176 641.6741976546388 641.6709879099328 1.76
177 641.7689537141208 641.7657389005778 1.77
178 641.8636355081866 641.8604160214809 1.78
179 641.958238594542 641.9550148257782 1.79
180 642.0527586627722 642.0495309979472 1.8
181 642.1471915304561 642.1439603505337 1.81
182 642.2415331393795 642.2382988209558 1.82
183 642.3357795537027 642.3325424683741 1.83
184 642.4299269559858 642.4266874706429 1.84
185 642.5239716449024 642.5207301213267 1.85
186 642.6179100315566 642.6146668267884 1.86
187 642.7117386375596 642.7084941033452 1.87
188 642.8054540905838 642.8022085744917 1.88
189 642.8990531240736 642.8958069681947 1.89
190 642.9925325725042 642.9892861142384 1.9
191 643.0858893699074 643.0826429416509 1.91
192 643.1791205466614 643.1758744761792 1.92
193 643.2722232278381 643.2689778378282 1.93
194 643.3651946302869 643.3619502384661 1.94
195 643.4580320599659 643.4547889794784 1.95
196 643.5507329106683 643.5474914494839 1.96
197 643.6432946607007 643.6400551221082 1.97
198 643.7357171561403 643.732473851155 1.98
199 643.8279937539878 643.8247502240313 1.99
200 643.9201238810181 643.9168815696854 2
201 644.0121054585213 644.008865271918 2.01
202 644.1039364253443 644.1006990019633 2.02
203 644.1956147641017 644.1923805928811 2.03
204 644.2871385106293 644.2839079939758 2.04
205 644.3785057610463 644.3752792488925 2.05
206 644.4697146746822 644.466492483197 2.06
207 644.5607634727508 644.5575458966314 2.07
208 644.6516504399209 644.6484377579144 2.08
209 644.7423739201635 644.7391664010353 2.09
210 644.8329323203889 644.8297302224089 2.1
211 644.9233241029169 644.9201276785814 2.11
212 645.0135477892823 645.0103572842512 2.12
213 645.1036019553725 645.100417610517 2.13
214 645.1934852333226 645.190307283263 2.14
215 645.2831963066442 645.2800249816464 2.15
216 645.3727339111504 645.3695694366577 2.16
217 645.462096832377 645.4589394297393 2.17
218 645.551283906779 645.5481337914619 2.18
219 645.6402940172349 645.6371514002244 2.19
220 645.7291260917921 645.7259911810075 2.2
221 645.8177791055316 645.8146521041569 2.21
222 645.9062520767812 645.9031331842011 2.22
223 645.9945440680555 645.9914334786946 2.23
224 646.0826541827108 646.0795520870964 2.24
225 646.1705815646095 646.167488149679 2.25
