"temperatur_thermolelemente-rfile"
"Time Step" "temperatur_thermolelemente etc.."
("Time Step" "temperatur_thermolelemente(thermoelement.1)" "temperatur_thermolelemente(thermoelement.2)" "flow-time")
26 633.0000000432874 633.000000038527 0.26
27 633.0000001500382 633.0000001527384 0.27
28 633.000000486946 633.0000004896937 0.28
29 633.000001396143 633.0000013866738 0.29
30 633.0000035941989 633.0000035523227 0.3
31 633.000008449299 633.0000083411323 0.31
32 633.0000183769467 633.0000181434981 0.32
33 633.0000373408479 633.0000368889085 0.33
34 633.0000714503325 633.0000706415656 0.34
35 633.0001296141097 633.0001282541931 0.35
36 633.0002242033124 633.0002220329801 0.36
37 633.0003716748639 633.0003683624365 0.37
38 633.0005931045986 633.0005882417277 0.38
39 633.000914592418 633.0009076928272 0.39
40 633.0013675117435 633.0013580130142 0.4
41 633.0019885900662 633.0019758578817 0.41
42 633.0028198196479 633.0028031542059 0.42
43 633.0039082088393 633.0038868528437 0.43
44 633.0053053933775 633.0052785405306 0.44
45 633.0070671310314 633.0070339349525 0.45
46 633.0092527074677 633.0092122902257 0.46
47 633.0119242799665 633.011875740078 0.47
48 633.0151461867439 633.0150886060657 0.48
49 633.0189842433552 633.0189166933709 0.49
50 633.0235050493467 633.0234265960605 0.5
51 633.0287753197015 633.0286850286192 0.51
52 633.0348612583393 633.0347581947144 0.52
53 633.0418279752801 633.041711210101 0.53
54 633.0497389656493 633.0496075761043 0.54
55 633.0586556453218 633.0585087163157 0.55
56 633.0686369492126 633.0684735743508 0.5600000000000001
57 633.0797389906713 633.0795582731567 0.5700000000000001
58 633.0920147807414 633.0918158341822 0.5800000000000001
59 633.1055140045293 633.1052959535991 0.5900000000000001
60 633.1202828508059 633.1200448319552 0.6000000000000001
61 633.136363890894 633.1361050530955 0.61
62 633.1537960022987 633.1535155078915 0.62
63 633.1726143325967 633.1723113581691 0.63
64 633.192850298945 633.1925240362569 0.64
65 633.2145316187176 633.2141812756728 0.65
